symbol,count
PSSAT500,16
PSSAT510,16
QUALH190,16
RADLH173,16
RADLU153,16
RAILT160,16
RAILT195,16
RAIZH190,16
RAIZU140,16
RAIZU170,16
RAIZV146,16
RDORH355,16
RDORH365,16
RDORT330,16
RENTH367,16
RENTH446,16
RENTH456,16
RENTH461,16
RENTL426,16
RENTT338,16
RENTT362,16
RENTT423,16
RPAD3F,16
S1HW34,16
S1LG34,16
SANBH321,16
SANBT291,16
SANBU276,16
SBFG3T,16
SBSPH1,16
SBSPH109,16
SBSPH3,16
SBSPU105,16
SLCEH194,16
SLCET177,16
SMALH980,16
SMALT109,16
SMALT950,16
SMALT960,16
SMALU106,16
SMTOH175,16
SUZBH565,16
SUZBH575,16
SUZBT487,16
SUZBW52,16
TIMSH209,16
TIMSH218,16
TIMST194,16
TUPYT175,16
UGPAH181,16
UGPAT179,16
USIMB500,16
USIMH380,16
USIMH540,16
USIMT470,16
USIMT550,16
VALEG570W4,16
VALEH488,16
VALEH511,16
VALEH580W1,16
VALEJ574,16
VALEJ585,16
VALEJ604,16
VALEN560,16
VALES520W4,16
VALES540W4,16
VALES54W4,16
VALET530W1,16
VALEU463,16
VALEU466,16
VALEU481,16
VALEU486,16
VAMOH440,16
VBBRH21,16
VBBRH25,16
VBBRH253,16
VBBRI230,16
VBBRI260,16
VBBRT225,16
VBBRU20,16
VBBRU21,16
VXXV11,16
W1AB34,16
W1IX34,16
W1MB34,16
WEGEH383,16
WEGEH403,16
WEGEH405,16
WEGEH463,16
WEGEH478,16
WEGET350,16
WEGET438,16
WEGET458,16
WEGEU381,16
WEGEU403,16
WEGEU408,16
WEGEU411,16
Y2PF34,16
YDUQH134,16
YDUQH164,16
YDUQH185,16
YDUQT106,16
YDUQT154,16
ABEVG135W4,15
ABEVH103,15
ABEVI147,15
ABEVT130W1,15
ABEVT135W1,15
ABEVT152,15
ABEVU15,15
AFHF11,15
ALOSH232,15
ALOSH237,15
ARMLH404,15
AUREH102,15
AZULH80,15
AZULT145,15
AZULT900,15
AZZAH360,15
AZZAH410,15
AZZAH440,15
AZZAH475,15
AZZAI390,15
B3SAI141,15
B3SAS145W4,15
B3SAT110,15
B3SAT115,15
B3SAU127,15
BBASA301,15
BBASE233,15
BBASG208W4,15
BBASH227W2,15
BBASI202,15
BBASJ256,15
BBASL228,15
BBASL230,15
BBASM268,15
BBAST151,15
BBAST185W2,15
BBAST200W4,15
BBAST217W2,15
BBAST30,15
BBASV185,15
BBASV226,15
BBASX255,15
BBDCG170W4,15
BBDCG172W4,15
BBDCH131,15
BBDCH164W1,15
BBDCH179W1,15
BBDCT164W1,15
BBDCT185,15
BBDCT197,15
BBDCU147,15
BBDCU152,15
BBSEH337,15
BBSEH339,15
BBSEI340,15
BBSEI348,15
BBSEI360,15
BBSEI368,15
BBSEI390,15
BBSET319,15
BBSET399,15
BBSEU330,15
BBSEU333,15
BBSEU340,15
BBSEU36,15
BBSEV332,15
BEEFH621,15
BEEFI521,15
BEEFI571,15
BEEFI601,15
BEEFL800,15
BEEFT571,15
BEEFX650,15
BEGU39,15
BEWC39,15
BEWL39,15
BEWT39,15
BEWY39,15
BHER39,15
BHIAT330,15
BIGO39,15
BMIN3F,15
BOVAG120W4,15
BOVAG122W4,15
BOVAG124W4,15
BOVAG125W4,15
BOVAH102,15
BOVAH103,15
BOVAH120W1,15
BOVAH132W2,15
BOVAH134W2,15
BOVAH140W1,15
BOVAH156,15
BOVAH320,15
BOVAI160,15
BOVAS123W4,15
BOVAS124W4,15
BOVAS126W4,15
BOVAS140W4,15
BOVAT120W1,15
BOVAT122W1,15
BOVAT124W1,15
BOVAT126W1,15
BOVAT9,15
BOVAU117,15
BOVAU940,15
BOVAU950,15
BOVAV100,15
BOVAV122,15
BOVAV132,15
BOVAW123,15
BOVAX139,15
BPACH381,15
BPACI410,15
BPACI415,15
BPACS400W4,15
BPACU395,15
BPACU400,15
BPAN4T,15
BRAPI170,15
BRAPU157,15
BRAPU162,15
BRAVI170,15
BRAVQ170,15
BRAVT151,15
BRAVT216,15
BRAVT243,15
BRAVU162,15
BRAVU172,15
BRAVU177,15
BRFSH215,15
BRFST207,15
BRFST212,15
BRFST215,15
BRFST220,15
BRKMH840,15
BRKMH890,15
BRKMT102,15
C1BS34,15
C1PR34,15
C1TV34,15
CASHH680,15
CASHH840,15
CASHT640,15
CASHT660,15
CBAVH50,15
CEAB3T,15
CEEB3,15
CGAS3,15
CMIGI115,15
CMIGJ120,15
CMIGT122,15
CMIGT972,15
CMINH617,15
CMINI597,15
CMINT557,15
CMINU487,15
CMINX600,15
COGNI273,15
COGNT223,15
CPFEH397,15
CPFEH407,15
CPLEH133,15
CPLEI120,15
CPLEI124,15
CPLEI130,15
CPLEU109,15
CPLEU114,15
CSANH805,15
CSANT555,15
CSANT565,15
CSANT755,15
CSANT795,15
CSANT805,15
CSANV620,15
CSMGF300,15
CSMGH265,15
CSNAU779,15
CSNAU899,15
CSNAV10,15
CTSA3,15
CVCBI249,15
CXSEH160,15
CXSEH162,15
CXSET152,15
D1LR34,15
E1RI34,15
E1XR34,15
EBAY34,15
ECORH710,15
EGIEH406,15
EGIET380,15
EGIET382,15
EGIET386,15
EKTR4,15
ELETH389,15
ELETH440,15
ELETH47,15
ELETH475,15
ELETH5,15
ELETH7,15
ELETT363,15
ELETT420,15
ELETU372,15
EMBRH680,15
EMBRH704,15
EMBRI729,15
EMBRI754,15
EMBRT660W1,15
EMBRT794,15
EMBRU610,15
ENGIH471,15
ENMT3F,15
EQTLH36,15
EQTLH370,15
EQTLH385,15
EQTLT340,15
EQTLT35,15
EQTLT355,15
EXGR34,15
EZTCH138,15
EZTCH145,15
FLRYH130,15
GGBRI171,15
GGBRU161,15
GLPF11,15
GOAUT807,15
GOAUU867,15
GRNDH530,15
GRNDT510,15
HAPVH35,15
HAPVH362,15
HAPVT165,15
HAPVT280,15
HAPVT30,15
HAPVT339,15
HBORH230,15
HYPEH291,15
HYPET267,15
I1LM34,15
IBOVH145,15
IBOVH146,15
IBOVI132,15
IBOVI133,15
IBOVI137,15
IBOVO150,15
IBOVT128,15
IBOVU126,15
IBOVU138,15
IBOVU142,15
IGTIT210,15
IRBRF600,15
IRBRH435,15
IRBRT422,15
IRBRT460,15
IRBRU425,15
IRBRU455,15
ISAEI236,15
ITSAH11,15
ITSAS105W4,15
ITSAT116,15
ITSAT119,15
ITUBG375W4,15
ITUBH343,15
ITUBH353,15
ITUBH355W1,15
ITUBH361,15
ITUBH368,15
ITUBH373,15
ITUBI389,15
ITUBI392,15
ITUBI404,15
ITUBL401,15
ITUBT382,15
ITUBU366,15
ITUBU369,15
ITUBU371,15
ITUBU389,15
ITUBU401,15
ITUBU409,15
ITUBU411,15
JHSFH513,15
KLBNU174,15
LREN3T,15
LRENH151,15
LRENI183,15
LRENI188,15
LRENJ22,15
LRENS185W4,15
LRENT151,15
LRENT156,15
LRENT159,15
LRENU173,15
LUXM4,15
LWSAH375,15
LWSAH410,15
MALL11,15
MDLZ34,15
MGLUH12,15
MGLUH499,15
MGLUH769,15
MGLUI809,15
MGLUI869,15
MGLUI899,15
MGLUI929,15
MGLUI949,15
MGLUK26,15
MGLUS820W4,15
MGLUS900W4,15
MGLUT820W1,15
MGLUU699,15
MOTVH123,15
MOTVT123,15
MOTVT133,15
MOVIH670,15
MRFGH212,15
MRFGH217,15
MRFGI240,15
MRFGT185,15
MRFGU235,15
MRSA3BF,15
MRVEH790,15
MRVEI640,15
MRVET690,15
MRVEU540,15
MRVEU560,15
MRVEU620,15
MULTU258,15
MYPKH142,15
MYPKH147,15
N1TA34,15
PCARH310,15
PCARH315,15
PCARH425,15
PCART340,15
PETRG340W4,15
PETRH215,15
PETRH244,15
PETRH248,15
PETRH259,15
PETRH264,15
PETRH278,15
PETRH330W2,15
PETRH359,15
PETRH402,15
PETRH728,15
PETRI321,15
PETRI323,15
PETRL450,15
PETRM419,15
PETRS325W4,15
PETRS345W4,15
PETRT255,15
PETRT317,15
PETRT34,15
PETRT403,15
PETRU231,15
PETRU361,15
PETRV30,15
PETRX194,15
PETZH371,15
PETZH416,15
PETZH501,15
PETZL50,15
PETZT431,15
PLCR11,15
POSIH493,15
PRIOG430W4,15
PRIOL55,15
PRIOT377,15
PRIOU390,15
PRIOU410,15
PRIOU430,15
PSSAT530,15
RADLH183,15
RADLH188,15
RADLI143,15
RADLT118,15
RADLT158,15
RADLU123,15
RADLU143,15
RAILH210,15
RAIZH210,15
RAIZL200,15
RAIZV500,15
RANIH763,15
RANIT723,15
RDORT335,15
RECVH142,15
RENTH362,15
RENTH365,15
RENTH375,15
RENTH380,15
RENTH426,15
RENTH433,15
RENTH436,15
RENTH438,15
RENTH451,15
RENTT321,15
RENTT323,15
RENTT401,15
S2TW34,15
SANBH265,15
SANBH316,15
SANBT255,15
SANBT256,15
SAPRH325,15
SAPRT353,15
SAPRV29,15
SBSPH2,15
SBSPI117,15
SLCET180,15
SMALH990,15
SMALI106,15
SMALU104,15
SMTOT190,15
SUZBU517,15
TAEEH335,15
TAEET360,15
TIMSH224,15
TOTST406,15
TUPYT165,15
TXRX4F,15
UGPAH184,15
UGPAH189,15
UGPAT149,15
UNIP5,15
USIMH530,15
USIMI467,15
USIMT465,15
USIMT490,15
USIMU397,15
USIMU427,15
VALEF602,15
VALEG520W4,15
VALEG530W4,15
VALEG580W4,15
VALEH500W1,15
VALEH540W1,15
VALEH550W1,15
VALEH681,15
VALEI518,15
VALEI628,15
VALEI648,15
VALEJ554,15
VALEL220,15
VALEL644,15
VALET459,15
VALET461,15
VALET474,15
VALET476,15
VALET510W1,15
VALET540W1,15
VALET681,15
VALEU493,15
VALEU573,15
VALEU598,15
VALEU638,15
VALEX580,15
VALEX600,15
VBBRI218,15
VBBRU208,15
VBBRU215,15
VIVAH281,15
WEGEH395,15
WEGEH486,15
WEGEI401,15
WEGET358,15
WEGEU386,15
WEGEU388,15
WEGEU401,15
WEGEU421,15
WIZCH800,15
WIZCT800,15
XRXB34,15
YDUQH145,15
YDUQH154,15
YDUQU130,15
A1PH34,14
ABEVG120,14
ABEVG130,14
ABEVG133,14
ABEVG135,14
ABEVG138,14
ABEVG140,14
ABEVG143,14
ABEVH121,14
ABEVH135W1,14
ABEVH140W1,14
ABEVI131,14
ABEVS130,14
ABEVS133,14
ABEVS135,14
ABEVS135W4,14
ABEVS138,14
ABEVS140,14
ABEVS145,14
ABEVT123,14
ALOSG229,14
ALOSH213,14
ALOST203,14
ALPAH105,14
ALUPH315,14
ASAIG100,14
ASAIH950,14
ASAIS96,14
ASAIT920,14
AUREH974,14
AZULH130,14
AZULH700,14
AZULI125,14
AZULS10,14
AZULS900,14
AZULT395,14
AZULT800,14
AZZAH350,14
AZZAH420,14
AZZAH442,14
AZZAS332,14
AZZAS372,14
AZZAS375,14
AZZAS385,14
AZZAS390,14
AZZAT340,14
AZZAT390,14
B3SAG115,14
B3SAG119,14
B3SAG122,14
B3SAG124,14
B3SAG127,14
B3SAG129,14
B3SAG132,14
B3SAG134,14
B3SAG136,14
B3SAG139,14
B3SAH107,14
B3SAI139,14
B3SAS129,14
B3SAS130W4,14
B3SAS132,14
B3SAS134,14
B3SAS135W4,14
B3SAS136,14
B3SAS139,14
B3SAS141,14
B3SAS144,14
B3SAS146,14
B3SAS149,14
B3SAS151,14
B3SAU117,14
BBASG204,14
BBASG211,14
BBASG212,14
BBASG214,14
BBASG219,14
BBASG221,14
BBASG222,14
BBASG226,14
BBASG229,14
BBASG230,14
BBASG234,14
BBASG236,14
BBASG237,14
BBASG239,14
BBASG241,14
BBASG246,14
BBASG249,14
BBASG260,14
BBASH205W1,14
BBASH210W2,14
BBASH213W4,14
BBASH215W2,14
BBASH220W2,14
BBASH281,14
BBASH289,14
BBASI272,14
BBASJ239,14
BBASK232,14
BBASL201,14
BBASL301,14
BBASS191,14
BBASS194,14
BBASS196,14
BBASS199,14
BBASS201,14
BBASS204,14
BBASS209,14
BBASS211,14
BBASS212,14
BBASS214,14
BBASS219,14
BBASS221,14
BBASS222,14
BBASS226,14
BBASS229,14
BBASS230,14
BBASS234,14
BBASS236,14
BBASS237,14
BBASS239,14
BBASS241,14
BBASS244,14
BBASS246,14
BBASS249,14
BBASS251,14
BBASS256,14
BBASS259,14
BBASS260,14
BBASS264,14
BBASS266,14
BBASS267,14
BBASS271,14
BBASS276,14
BBASS279,14
BBASS280,14
BBASS287,14
BBASS289,14
BBASS290,14
BBAST146,14
BBAST185W1,14
BBAST190W2,14
BBAST190W4,14
BBAST195W2,14
BBAST291,14
BBASV241,14
BBASW200,14
BBASX225,14
BBASX251,14
BBDCG018,14
BBDCG11,14
BBDCG122,14
BBDCG125,14
BBDCG127,14
BBDCG13,14
BBDCG137,14
BBDCG139,14
BBDCG140,14
BBDCG142,14
BBDCG143,14
BBDCG148,14
BBDCG15,14
BBDCG150,14
BBDCG152,14
BBDCG153,14
BBDCG155,14
BBDCG157,14
BBDCG160,14
BBDCG165,14
BBDCG165W4,14
BBDCG167W4,14
BBDCG170,14
BBDCG172,14
BBDCG175,14
BBDCG177,14
BBDCH159W1,14
BBDCH163,14
BBDCH167W1,14
BBDCH205,14
BBDCI12,14
BBDCI131,14
BBDCI142,14
BBDCI146,14
BBDCI155,14
BBDCI184,14
BBDCS018,14
BBDCS142,14
BBDCS143,14
BBDCS15,14
BBDCS152,14
BBDCS157,14
BBDCS157W4,14
BBDCS160,14
BBDCS165,14
BBDCS167,14
BBDCS167W4,14
BBDCS170,14
BBDCS171,14
BBDCS172,14
BBDCS175,14
BBDCS177,14
BBDCT154W1,14
BBDCU131,14
BBDCU142,14
BBDCU17,14
BBDCU175,14
BBSEF431,14
BBSEG364,14
BBSEG367,14
BBSEG374,14
BBSEG377,14
BBSEG380,14
BBSEG385,14
BBSEH334,14
BBSEH402,14
BBSES339,14
BBSES342,14
BBSES344,14
BBSES347,14
BBSES349,14
BBSES352,14
BBSES354,14
BBSES359,14
BBSES364,14
BBSES367,14
BBSES369,14
BBSES372,14
BBSES374,14
BBSES377,14
BBSES379,14
BBSES380,14
BBSES382,14
BBSES385,14
BBSEU363,14
BBSEV337,14
BEEFG500,14
BEEFG501,14
BEEFG521,14
BEEFG531,14
BEEFG690,14
BEEFS500W4,14
BEEFS501,14
BHIAG310,14
BHIAG365,14
BHIAT70,14
BHIAU490,14
BIBB39,14
BLMO11,14
BMGBT352,14
BOVAC115,14
BOVAG1,14
BOVAG100,14
BOVAG110,14
BOVAG112,14
BOVAG113,14
BOVAG114,14
BOVAG117,14
BOVAG118,14
BOVAG118W4,14
BOVAG119,14
BOVAG119W4,14
BOVAG12,14
BOVAG120,14
BOVAG121,14
BOVAG123,14
BOVAG124,14
BOVAG126,14
BOVAG127,14
BOVAG127W4,14
BOVAG128,14
BOVAG129,14
BOVAG129W4,14
BOVAG13,14
BOVAG130,14
BOVAG131,14
BOVAG133,14
BOVAG134,14
BOVAG135,14
BOVAG136,14
BOVAG137,14
BOVAG138,14
BOVAG139,14
BOVAG14,14
BOVAG140,14
BOVAG221,14
BOVAG411,14
BOVAH105,14
BOVAH122W1,14
BOVAH130W1,14
BOVAH131W1,14
BOVAH138W4,14
BOVAH900,14
BOVAI112,14
BOVAJ152,14
BOVAJ160,14
BOVAK136,14
BOVAL15,14
BOVAL160,14
BOVAS12,14
BOVAS120,14
BOVAS120W4,14
BOVAS121,14
BOVAS123,14
BOVAS124,14
BOVAS126,14
BOVAS127,14
BOVAS128,14
BOVAS129,14
BOVAS13,14
BOVAS130,14
BOVAS131,14
BOVAS133,14
BOVAS134,14
BOVAS135,14
BOVAS136,14
BOVAS137,14
BOVAS138,14
BOVAS139,14
BOVAS14,14
BOVAS140,14
BOVAS141,14
BOVAS15,14
BOVAS3,14
BOVAS4,14
BOVAT118W1,14
BOVAT130W2,14
BOVAT131W1,14
BOVAT136W1,14
BOVAT19,14
BOVAU103,14
BOVAU114,14
BOVAU930,14
BOVAU970,14
BOVAV11,14
BOVAV120,14
BOVAV8,14
BOVAW12,14
BPACG408,14
BPACG411,14
BPACG413,14
BPACG416,14
BPACG421,14
BPACG423,14
BPACG426,14
BPACG428,14
BPACG431,14
BPACH376,14
BPACH454,14
BPACH456,14
BPACI405,14
BPACI407,14
BPACI420,14
BPACS388,14
BPACS391,14
BPACS396,14
BPACS398,14
BPACS401,14
BPACS403,14
BPACS406,14
BPACS408,14
BPACS413,14
BPACS416,14
BPACS418,14
BPACS426,14
BPACT364,14
BPANT860,14
BRAPG165,14
BRAPG167,14
BRAPG170,14
BRAPG172,14
BRAPG175,14
BRAPG180,14
BRAPH165,14
BRAPS162,14
BRAPS165,14
BRAPS167,14
BRAPS170,14
BRAPS172,14
BRAPT150,14
BRAPU168,14
BRAVG177,14
BRAVG18,14
BRAVG182,14
BRAVG185,14
BRAVG187,14
BRAVG189,14
BRAVG190W4,14
BRAVG192,14
BRAVG20,14
BRAVH223,14
BRAVI190,14
BRAVI195,14
BRAVI220,14
BRAVI227,14
BRAVI250,14
BRAVS165,14
BRAVS17,14
BRAVS177,14
BRAVS18,14
BRAVS185,14
BRAVS189,14
BRAVS192,14
BRAVS20,14
BRAVT211,14
BRAVT218,14
BRAVU180,14
BRAVU200,14
BRFSG201,14
BRFSG204,14
BRFSG209,14
BRFSH232,14
BRFSH257,14
BRFSS199,14
BRFST187,14
BRFST202,14
BRFST230,14
BRKMG920,14
BRKMG950,14
BRKMI105,14
BRKMS100,14
BRKMS900,14
BRKMS920,14
BRKMS950,14
BRKMT130,14
BRKMV920,14
BXTC39,14
C1AG34,14
C1BL34,14
C1GP34,14
CASHG700,14
CASHG740,14
CASHH660,14
CASHH670,14
CASHH760,14
CBAVL700,14
CEDO4F,14
CEED3,14
CMIGG112,14
CMIGG115,14
CMIGG117,14
CMIGG120,14
CMIGS112,14
CMIGS115,14
CMIGS117,14
CMIGS120,14
CMIGT125,14
CMIGV110,14
CMIGX108,14
CMIN3T,14
CMING520,14
CMING540,14
CMINH500,14
CMINS49,14
CMINS507,14
CMINS520,14
CMINS540,14
CMINX500,14
COGNG270,14
COGNG278,14
COGNG280,14
COGNG298,14
COGNH220,14
COGNH258,14
COGNH268,14
COGNS268,14
COGNS270,14
COGNS278,14
COGNS280,14
COGNS290,14
COGNS298,14
COGNS299,14
COGNS310,14
COGNT40,14
COGNU250,14
CPFEH410,14
CPFEH430,14
CPFET367,14
CPLE5,14
CPLES123,14
CPLES125,14
CSANB799,14
CSANH595,14
CSANH605,14
CSANH615,14
CSANI645,14
CSANI675,14
CSANS650,14
CSANS660,14
CSANS670,14
CSANS680,14
CSANS690,14
CSANS70,14
CSANS710,14
CSANS720,14
CSANS730,14
CSANS740,14
CSANS750,14
CSANS799,14
CSANT130,14
CSED3T,14
CSMGH300,14
CSMGS263,14
CSMGT26,14
CSNAG710,14
CSNAG770,14
CSNAG790,14
CSNAG810,14
CSNAG870,14
CSNAS750,14
CSNAS770,14
CSNAS790,14
CSNAS810,14
CSNAS830,14
CSNAS850,14
CSNAS910,14
CSNAT103,14
CSNAT679,14
CURYT278,14
CVCBG235,14
CVCBG249,14
CVCBH220,14
CVCBH245,14
CVCBT205,14
CVCBT249,14
CXSEH139,14
CXSEI152,14
CXSES145,14
CXSES147,14
CXSES150,14
CXSET140,14
CXSET151,14
CYREG260,14
CYREG261,14
CYREG262,14
CYREG265,14
CYREG270,14
CYREG275,14
CYREG280,14
CYREI269,14
CYREI281,14
CYRES260,14
CYRES261,14
CYREU249,14
CYREU254,14
D1VN34,14
DASA3T,14
DIRRH435,14
DIRRT410,14
ECORH720,14
EGIEG440,14
EGIEH402,14
EGIEI426,14
EGIEI456,14
EGIES430,14
EGIET47,14
EGIEU426,14
ELETI406,14
ELETS391,14
ELETS396,14
ELETS398,14
ELETS408,14
ELETS411,14
EMBRG730,14
EMBRG760,14
EMBRH690,14
EMBRS650,14
EMBRS660,14
EMBRS680,14
EMBRS690,14
EMBRS700,14
EMBRS710,14
EMBRS720,14
EMBRS730,14
EMBRS734,14
EMBRS740,14
EMBRS744,14
EMBRS750,14
EMBRS754,14
EMBRS760,14
EMBRS770,14
EMBRS790,14
EMBRS799,14
EMBRS809,14
EMBRS819,14
EMBRT539,14
EMBRT549,14
EMBRT570,14
EMBRT574,14
EMBRT784,14
EMBRT809,14
EMBRU589,14
ENEVH142,14
ENEVT127,14
EQTLH338,14
EQTLH37,14
EQTLS347,14
EQTLS360,14
EQTLS365,14
EZTCH153,14
EZTCT123,14
FLRYH132,14
FLRYH147,14
G1MI34,14
GGBRG158,14
GGBRG161,14
GGBRG163,14
GGBRG166,14
GGBRG168,14
GGBRG170W4,14
GGBRG174,14
GGBRH156,14
GGBRH201,14
GGBRI166,14
GGBRI187,14
GGBRI188,14
GGBRI193,14
GGBRS158,14
GGBRS161,14
GGBRS163,14
GGBRS165W4,14
GGBRS166,14
GGBRS168,14
GGBRS171,14
GGBRS174,14
GGBRS176,14
GGBRT188,14
GGBRU158,14
GGBRU163,14
GGBRU166,14
GOAUG890,14
GOAUG910,14
GOAUG930,14
GOAUG940,14
GOAUI99,14
GOAUS910,14
GOAUT104,14
GRNDT550,14
H1BI34,14
H1CA34,14
H1EI34,14
H1UM34,14
HAPVH235,14
HAPVH240,14
HAPVH32,14
HAPVH369,14
HAPVS235,14
HAPVT230,14
HAPVT240,14
HAPVT35,14
HAPVT362,14
HYPEH297,14
HYPEI292,14
HYPEI337,14
I1HG34,14
IBOVH132,14
IBOVJ135,14
IBOVJ136,14
IBOVT139,14
IBOVT140,14
IBOVU144,14
IGTIH220,14
INTBT142,14
IRBRG455,14
IRBRG480,14
IRBRH452,14
IRBRH467,14
IRBRH540,14
IRBRH560,14
IRBRH570,14
IRBRN40,14
IRBRS430,14
IRBRS440,14
IRBRS445,14
IRBRS450,14
IRBRS465,14
IRBRS470,14
IRBRS500,14
IRBRT407,14
IRBRT417,14
IRBRT472,14
IRBRT490,14
IRBRU445,14
ISAEI231,14
ISAES229,14
ISAEU223,14
ISAEU240,14
ITSAG100,14
ITSAG103,14
ITSAG105,14
ITSAG105W4,14
ITSAG106,14
ITSAG108,14
ITSAG113,14
ITSAG931,14
ITSAH105W1,14
ITSAS103,14
ITSAS105,14
ITSAS108,14
ITSAS109,14
ITSAS110W4,14
ITSAS118,14
ITSAT105W1,14
ITSAT963,14
ITSAU972,14
ITUBG363,14
ITUBG37,14
ITUBG371,14
ITUBG373,14
ITUBG381,14
ITUBG386,14
ITUBG391,14
ITUBG393,14
ITUBG396,14
ITUBG398,14
ITUBG40,14
ITUBG401,14
ITUBG406,14
ITUBG408,14
ITUBG411,14
ITUBH370W1,14
ITUBH375W2,14
ITUBH380W4,14
ITUBI386,14
ITUBI396,14
ITUBI405,14
ITUBI421,14
ITUBL423,14
ITUBS365W4,14
ITUBS38,14
ITUBS380,14
ITUBS386,14
ITUBS390,14
ITUBS391,14
ITUBS393,14
ITUBS396,14
ITUBS398,14
ITUBS40,14
ITUBS401,14
ITUBS403,14
ITUBS406,14
ITUBS408,14
ITUBS411,14
ITUBS413,14
ITUBS416,14
ITUBT341,14
ITUBT345W1,14
ITUBT361,14
ITUBU356,14
ITUBU391,14
JBSSG920,14
JBSSG930,14
JBSSH910,14
JBSSH955,14
JBSSS810,14
JHSFG604,14
JHSFT488,14
JHSFT533,14
K1BF34,14
KLBNG187,14
KLBNG190,14
KLBNG195,14
KLBNG200,14
KLBNS177,14
KLBNS180,14
KLBNS185,14
KLBNS187,14
KLBNS190,14
KLBNS195,14
KLBNT20,14
KLBNU187,14
LRENG18,14
LRENG183,14
LRENG185,14
LRENG188,14
LRENG190,14
LRENG198,14
LRENH178,14
LRENH188,14
LRENI173,14
LRENI186,14
LRENI193,14
LRENI197,14
LRENI202,14
LRENS178,14
LRENS180,14
LRENS185,14
LRENS188,14
LRENS190,14
LRENS193,14
LRENT163,14
LRENT168,14
LRENT178,14
LRENU158,14
LRENU183,14
LRENU186,14
LWSAH365,14
LWSAH435,14
LWSAH465,14
M1TC34,14
M2PR34,14
MGLUH709,14
MGLUI108,14
MGLUI769,14
MGLUI849,14
MGLUI969,14
MGLUS101,14
MGLUS104,14
MGLUS769,14
MGLUS780,14
MGLUS809,14
MGLUS810,14
MGLUS830,14
MGLUS849,14
MGLUS850,14
MGLUS860W4,14
MGLUS870,14
MGLUS880W4,14
MGLUS890,14
MGLUS900,14
MGLUS910,14
MGLUS920,14
MGLUS930,14
MGLUS940,14
MGLUS950,14
MGLUS960,14
MGLUS970,14
MGLUS98,14
MGLUS980,14
MGLUS990,14
MGLUT108,14
MGLUT114,14
MGLUT599,14
MGLUU670,14
MOOO34,14
MOVIH720,14
MOVIT640,14
MRFGG220,14
MRFGG225,14
MRFGG230,14
MRFGG235,14
MRFGG240,14
MRFGG245,14
MRFGG250,14
MRFGH210,14
MRFGS220,14
MRFGS225,14
MRFGS230,14
MRFGS235,14
MRFGS237,14
MRFGS240,14
MRFGS250,14
MRFGT247,14
MRFGU200,14
MRVEG590,14
MRVEG600,14
MRVEG610,14
MRVEG620,14
MRVEG650,14
MRVEH610,14
MRVEI620,14
MRVEI720,14
MRVES580,14
MRVES590,14
MRVES600,14
MRVES610,14
MRVES620,14
MRVET680,14
MULTH283,14
MULTI263,14
N1BI34,14
N1CL34,14
N1VS34,14
NATUH112,14
NATUH940,14
NATUT880,14
NATUU980,14
NORD3F,14
P1SA34,14
PCARG300,14
PCARG310,14
PCARG320,14
PCARG330,14
PCARG340,14
PCARH435,14
PCARH455,14
PCARI340,14
PCARI410,14
PCART275,14
PCART280,14
PCART285,14
PCART360,14
PETRD400,14
PETRG286,14
PETRG300W4,14
PETRG305W4,14
PETRG307,14
PETRG310W4,14
PETRG312,14
PETRG317,14
PETRG322,14
PETRG327,14
PETRG332,14
PETRG333,14
PETRG337,14
PETRG338,14
PETRG34,14
PETRG342,14
PETRG343,14
PETRG347,14
PETRG348,14
PETRG352,14
PETRG353,14
PETRG357,14
PETRG358,14
PETRG362,14
PETRG363,14
PETRG367,14
PETRG368,14
PETRG372,14
PETRG373,14
PETRG377,14
PETRG378,14
PETRG381,14
PETRG383,14
PETRG388,14
PETRG393,14
PETRG398,14
PETRH200,14
PETRH253,14
PETRH268,14
PETRH310W1,14
PETRH325W2,14
PETRH339,14
PETRH350W1,14
PETRH355W2,14
PETRI373,14
PETRI39,14
PETRJ366,14
PETRK337,14
PETRL308,14
PETRL41,14
PETRL56,14
PETRM318,14
PETRO360,14
PETRS300W4,14
PETRS307,14
PETRS317,14
PETRS322,14
PETRS327,14
PETRS330W4,14
PETRS332,14
PETRS333,14
PETRS335W4,14
PETRS337,14
PETRS338,14
PETRS34,14
PETRS340W4,14
PETRS342,14
PETRS343,14
PETRS347,14
PETRS348,14
PETRS352,14
PETRS353,14
PETRS357,14
PETRS358,14
PETRS362,14
PETRS363,14
PETRS367,14
PETRS368,14
PETRS372,14
PETRS373,14
PETRS377,14
PETRS378,14
PETRS381,14
PETRS383,14
PETRS388,14
PETRS393,14
PETRS398,14
PETRS403,14
PETRS408,14
PETRS413,14
PETRT244,14
PETRT290W1,14
PETRT295W1,14
PETRT305W2,14
PETRT310W2,14
PETRT325W2,14
PETRU258,14
PETRV295,14
PETRV341,14
PETRX40,14
PETZG371,14
PETZG381,14
PETZG401,14
PETZG411,14
PETZG420,14
PETZG421,14
PETZH326,14
PETZH356,14
PETZH376,14
PETZH446,14
PETZI423,14
PETZI443,14
PETZK540,14
PETZS381,14
PETZS401,14
PETZS411,14
PETZS420,14
PETZS431,14
PETZW540,14
POMOH910,14
POMOT830,14
POSI3T,14
PRIOG380,14
PRIOG400,14
PRIOG41,14
PRIOG412,14
PRIOG415,14
PRIOG417,14
PRIOG420,14
PRIOG420W4,14
PRIOG422,14
